meterName,armSkuName,tier,size,family,MemoryPreservingMaintenanceSupported,HyperVGenerations,CpuArchitectureType,LowPriorityCapable,PremiumIO,ACUs,EphemeralOSDiskSupported,EncryptionAtHostSupported,CapacityReservationSupported,AcceleratedNetworkingEnabled,RdmaEnabled,MaxNetworkInterfaces,UltraSSDAvailable,unit,os,unitPricePerUnit,armSkuName,numberOfCores,osDiskSizeInMB,memoryInMB,maxDataDiskCount
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
E8s v4,Standard_E8s_v4,Standard,E8s_v4,standardESv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,FALSE,TRUE,TRUE,TRUE,FALSE,4,TRUE,100,Windows,"0,6409",Standard_E8s_v4,8,1047552,65536,16
D8s v4 Low Priority,Standard_D8s_v4,Standard,D8s_v4,standardDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,FALSE,TRUE,TRUE,TRUE,FALSE,4,TRUE,1000,Windows,"0,225147",Standard_D8s_v4,8,1047552,32768,16
D8s v4 Low Priority,Standard_D8s_v4,Standard,D8s_v4,standardDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,FALSE,TRUE,TRUE,TRUE,FALSE,4,TRUE,1000,Windows,"0,225147",Standard_D8s_v4,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
D32s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32s_v3,32,1047552,131072,32
D32s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32s_v3,32,1047552,131072,32
D32s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32s_v3,32,1047552,131072,32
D32s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32s_v3,32,1047552,131072,32
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
M64s Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_M64s,64,1047552,1048576,64
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
E16s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E16s_v3,16,1047552,131072,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
M32ls,Standard_M32ls,Standard,M32ls,standardMSFamily,FALSE,"V1,V2",x64,TRUE,TRUE,160,TRUE,TRUE,FALSE,TRUE,FALSE,8,TRUE,10,Linux,"2,21",Standard_M32ls,32,1047552,262144,32
D4ds v4,Standard_D4ds_v4,Standard,D4ds_v4,standardDDSv4Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,2,TRUE,100,Windows,"0,31083",Standard_D4ds_v4,4,1047552,16384,8
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
B8ms,Standard_B8ms,Standard,B8ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Windows,"0,2964",Standard_B8ms,8,1047552,32768,16
B4ms,Standard_B4ms,Standard,B4ms,standardBSFamily,TRUE,"V1,V2",x64,FALSE,TRUE,null,TRUE,TRUE,TRUE,FALSE,FALSE,4,TRUE,10,Linux,"0,1365",Standard_B4ms,4,1047552,16384,8
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8s v2 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F8s_v2,8,1047552,16384,16
F8/F8s Low Priority,Standard_F8,Standard,F8,standardFFamily,TRUE,V1,x64,TRUE,FALSE,210,FALSE,FALSE,TRUE,TRUE,FALSE,8,null,100,Windows,"0,23894",Standard_F8,8,1047552,16384,32
DS3 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS3_v2,4,1047552,14336,16
F16s v2 Low Priority,Standard_F16s_v2,Standard,F16s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,4,TRUE,10,Linux,"0,0936",Standard_F16s_v2,16,1047552,32768,32
F16s v2 Low Priority,Standard_F16s_v2,Standard,F16s_v2,standardFSv2Family,TRUE,"V1,V2",x64,TRUE,TRUE,195,TRUE,TRUE,TRUE,TRUE,FALSE,4,TRUE,10,Linux,"0,0936",Standard_F16s_v2,16,1047552,32768,32
D4as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4as_v4,4,1047552,16384,8
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E16as v5 Low Priority,Standard_E16as_v5,Standard,E16as_v5,standardEASv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,230,FALSE,TRUE,TRUE,TRUE,FALSE,8,TRUE,100,Windows,"0,13962",Standard_E16as_v5,16,1047552,131072,32
E32-8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32-8s_v3,32,1047552,262144,32
E32-8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32-8s_v3,32,1047552,262144,32
E32-8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32-8s_v3,32,1047552,262144,32
E32-8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32-8s_v3,32,1047552,262144,32
E32-8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E32-8s_v3,32,1047552,262144,32
D12 v2/DS12 v2 Low Priority,Standard_D12_v2,Standard,D12_v2,standardDv2Family,TRUE,V1,x64,TRUE,FALSE,210,FALSE,FALSE,TRUE,TRUE,FALSE,4,null,10,Linux,"0,0507",Standard_D12_v2,4,1047552,28672,16
D8as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8as_v4,8,1047552,32768,16
D8as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8as_v4,8,1047552,32768,16
D8as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8as_v4,8,1047552,32768,16
D8as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8as_v4,8,1047552,32768,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
DS12 v2 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_DS12_v2,4,1047552,28672,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D16as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16as_v4,16,1047552,65536,32
D16as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16as_v4,16,1047552,65536,32
D16as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16as_v4,16,1047552,65536,32
D16as v4 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16as_v4,16,1047552,65536,32
E8ds v5 Low Priority,Standard_E8ds_v5,Standard,E8ds_v5,standardEDSv5Family,TRUE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,TRUE,TRUE,FALSE,4,TRUE,100,Linux,"0,0897",Standard_E8ds_v5,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
F4s,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F4s,4,1047552,8192,16
F4s,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_F4s,4,1047552,8192,16
D16ds v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16ds_v4,16,1047552,65536,32
D16ds v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16ds_v4,16,1047552,65536,32
D16ds v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16ds_v4,16,1047552,65536,32
D16ds v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16ds_v4,16,1047552,65536,32
D16ds v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16ds_v4,16,1047552,65536,32
D16ds v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16ds_v4,16,1047552,65536,32
D16ds v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16ds_v4,16,1047552,65536,32
D16ds v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D16ds_v4,16,1047552,65536,32
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E8s v3,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E8s_v3,8,1047552,65536,16
E4s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E4s_v3,4,1047552,32768,8
E4s v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E4s_v4,4,1047552,32768,8
E4s v4 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E4s_v4,4,1047552,32768,8
D32as v4,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D32as_v4,32,1047552,131072,32
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D8s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D8s_v3,8,1047552,32768,16
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
D4s v3 Spot,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_D4s_v3,4,1047552,16384,8
L16s v2 Low Priority,Standard_L16s_v2,Standard,L16s_v2,standardLSv2Family,FALSE,"V1,V2",x64,TRUE,TRUE,null,TRUE,TRUE,FALSE,TRUE,FALSE,4,TRUE,100,Windows,"0,58357",Standard_L16s_v2,16,1047552,131072,32
E20s v3 Low Priority,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_E20s_v3,20,1047552,163840,32
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
GS4-8,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Standard_GS4-8,16,1047552,229376,64
